"location_id","mat_prop","lower","upper","mapvar","location_name"
6,0.0245099733236631,0.0200441706940613,0.0300589829070087,2.45099733236631,"China"
7,0.0225421603467068,0.0163772680361642,0.0317295811831801,2.25421603467068,"Democratic People's Republic of Korea"
8,0.027805934887381,0.0197489050470065,0.0386772447035468,2.7805934887381,"Taiwan (Province of China)"
10,0.0178941847604831,0.0117619686120019,0.0263675140146379,1.78941847604831,"Cambodia"
11,0.0190139380226063,0.015251262583765,0.0235840891645205,1.90139380226063,"Indonesia"
12,0.0163057309352232,0.0104174344791589,0.0246894447357047,1.63057309352232,"Lao People's Democratic Republic"
13,0.0209611484480368,0.0145450724895823,0.0311074722681896,2.09611484480368,"Malaysia"
14,0.0237543997916929,0.0155208386603813,0.0353268591924147,2.37543997916929,"Maldives"
15,0.0173125171141431,0.0118088221729771,0.0254884466120049,1.73125171141431,"Myanmar"
16,0.0182976673633912,0.014665350018142,0.0226186895948654,1.82976673633912,"Philippines"
17,0.0219172061404749,0.0150691766859553,0.0310545873000133,2.19172061404749,"Sri Lanka"
18,0.0243503807455039,0.0174595056867552,0.0346321589947164,2.43503807455039,"Thailand"
19,0.0157906471055977,0.0104371288287588,0.0234983678075618,1.57906471055977,"Timor-Leste"
20,0.0229814374039418,0.0159346393086188,0.0335018384517757,2.29814374039418,"Viet Nam"
22,0.018158138255654,0.0123746857626183,0.0262734137129933,1.8158138255654,"Fiji"
23,0.0162798557771861,0.0106271178186374,0.0240440662886608,1.62798557771861,"Kiribati"
24,0.0170231882965562,0.0109804170832323,0.0249920358856803,1.70231882965562,"Marshall Islands"
25,0.0169448654991104,0.0113987949087411,0.02474995283804,1.69448654991104,"Micronesia (Federated States of)"
26,0.0171225319723477,0.010898193954717,0.0260198058116135,1.71225319723477,"Papua New Guinea"
27,0.0175271503261584,0.0117453301908882,0.0256279144826021,1.75271503261584,"Samoa"
28,0.0167201282628984,0.0106592433084437,0.0249790074658931,1.67201282628984,"Solomon Islands"
29,0.018142473836592,0.0124545984855504,0.0266480134457558,1.8142473836592,"Tonga"
30,0.0163929123707572,0.0106129403484992,0.0241020385946131,1.63929123707572,"Vanuatu"
33,0.119909254073545,0.0874949962941471,0.166348375378254,11.9909254073545,"Armenia"
34,0.109765075562289,0.0788616107542186,0.158567770773714,10.9765075562289,"Azerbaijan"
35,0.1143848744924,0.083024224333259,0.160187379799059,11.43848744924,"Georgia"
36,0.11427057764108,0.0818073018558984,0.15864596037857,11.427057764108,"Kazakhstan"
37,0.106305342018226,0.075163316603259,0.150067050282548,10.6305342018226,"Kyrgyzstan"
38,0.10564415203524,0.0739972602214933,0.150967895376071,10.564415203524,"Mongolia"
39,0.0979469282546497,0.0697566268890258,0.14081713871935,9.79469282546497,"Tajikistan"
40,0.0987106200987107,0.069982382242882,0.140906744864492,9.87106200987107,"Turkmenistan"
41,0.106430319019076,0.0763153694735378,0.150232347077201,10.6430319019076,"Uzbekistan"
43,0.126458115912118,0.0923305900785813,0.175648988318505,12.6458115912118,"Albania"
44,0.128443858588277,0.0942312967650431,0.179149182193625,12.8443858588277,"Bosnia and Herzegovina"
45,0.094545081549878,0.0693192138310286,0.129555772628881,9.4545081549878,"Bulgaria"
46,0.138195159887244,0.101283593991838,0.191243351555176,13.8195159887244,"Croatia"
47,0.140754236062789,0.102110170118042,0.195929252764148,14.0754236062789,"Czechia"
48,0.133591235665263,0.0978526885984538,0.186833086992681,13.3591235665263,"Hungary"
49,0.127565216442262,0.0930704961085267,0.177799490142958,12.7565216442262,"North Macedonia"
50,0.134895557823538,0.0977233353298559,0.188064800295835,13.4895557823538,"Montenegro"
51,0.126224763375404,0.106114472162889,0.152366159569324,12.6224763375404,"Poland"
52,0.170021921407292,0.123865993760462,0.239956436791745,17.0021921407292,"Romania"
53,0.127935367681776,0.094239238728252,0.176777854343957,12.7935367681776,"Serbia"
54,0.13433553793572,0.0991448621990179,0.189613796886439,13.433553793572,"Slovakia"
55,0.149708501053942,0.1086906794752,0.206737038186072,14.9708501053942,"Slovenia"
57,0.135082029973551,0.0984564658144219,0.190636665093403,13.5082029973551,"Belarus"
58,0.136799814670461,0.100475716458411,0.189670535784218,13.6799814670461,"Estonia"
59,0.12917793423086,0.0939442421111538,0.177825598609423,12.917793423086,"Latvia"
60,0.129088681821263,0.0945550826807255,0.182457857407738,12.9088681821263,"Lithuania"
61,0.122882172406614,0.0894660924814405,0.171659512646098,12.2882172406614,"Republic of Moldova"
62,0.128118536772622,0.107800444952936,0.155892495537498,12.8118536772622,"Russian Federation"
63,0.126146923317809,0.105565353791595,0.152597303709747,12.6146923317809,"Ukraine"
66,0.212081863021731,0.145248074536634,0.310084573351726,21.2081863021731,"Brunei Darussalam"
67,0.250370632919221,0.214117330163865,0.296471563341808,25.0370632919221,"Japan"
68,0.300110966060731,0.230941945127314,0.398102931161418,30.0110966060731,"Republic of Korea"
69,0.281926190197561,0.20402255010637,0.405750455610344,28.1926190197561,"Singapore"
71,0.301045462613656,0.216334256653052,0.426490584423665,30.1045462613656,"Australia"
72,0.228131744732832,0.189983732770129,0.277223177170412,22.8131744732832,"New Zealand"
74,0.277481330022954,0.197357894811435,0.400105051928942,27.7481330022954,"Andorra"
75,0.267477298176315,0.195404083162072,0.37458503450106,26.7477298176315,"Austria"
76,0.344030162699262,0.251643735144443,0.476026542654564,34.4030162699262,"Belgium"
77,0.267738156935944,0.190395413539337,0.386935717087566,26.7738156935944,"Cyprus"
78,0.26025634848894,0.191128561627855,0.364922322458764,26.025634848894,"Denmark"
79,0.206088334881511,0.151663407731092,0.289761118669886,20.6088334881511,"Finland"
80,0.289738146801484,0.213293513075846,0.406807425764262,28.9738146801484,"France"
81,0.350336472142554,0.259909684388801,0.479944433043756,35.0336472142554,"Germany"
82,0.25574373755084,0.188165574636118,0.358196933790019,25.574373755084,"Greece"
83,0.266489334635562,0.192995818206682,0.371297795617123,26.6489334635562,"Iceland"
84,0.301091813767958,0.21326219544542,0.429130392682535,30.1091813767958,"Ireland"
85,0.19961749469691,0.146439761194761,0.282734141099435,19.961749469691,"Israel"
86,0.19483954901424,0.165996842978625,0.233929136567787,19.483954901424,"Italy"
87,0.268603211088413,0.193318830253613,0.382064583992435,26.8603211088413,"Luxembourg"
88,0.262580907531149,0.195593709266964,0.364444632451363,26.2580907531149,"Malta"
89,0.303117465890025,0.237721278611681,0.396976860957482,30.3117465890025,"Netherlands"
90,0.267366473176918,0.224891150120204,0.323303794747823,26.7366473176918,"Norway"
91,0.217661699432242,0.161430001796809,0.304604555345586,21.7661699432242,"Portugal"
92,0.237680844840259,0.178889993326686,0.333446981026802,23.7680844840259,"Spain"
93,0.277279893554383,0.205088665336542,0.39345685676702,27.7279893554383,"Sweden"
94,0.278829782106163,0.205924107332334,0.387247257923455,27.8829782106163,"Switzerland"
97,0.208492004236644,0.150198619633766,0.295868678130832,20.8492004236644,"Argentina"
98,0.246308681525637,0.175667031021669,0.353366698219637,24.6308681525637,"Chile"
99,0.238741353944365,0.171242486935088,0.341602156921058,23.8741353944365,"Uruguay"
101,0.361761990040858,0.26142486967821,0.499766840596575,36.1761990040858,"Canada"
102,0.271429594159196,0.2242633404245,0.331753718164728,27.1429594159196,"United States of America"
105,0.0722410490189241,0.0508591946043692,0.104306116421996,7.22410490189241,"Antigua and Barbuda"
106,0.0675578667370235,0.0474900683723283,0.0958618462018698,6.75578667370235,"Bahamas"
107,0.0733940418575506,0.0536511928380886,0.102482534568389,7.33940418575506,"Barbados"
108,0.0616225240941174,0.0426433496486585,0.0898191316801109,6.16225240941174,"Belize"
109,0.0770346569164939,0.0556275129125144,0.109021198541288,7.70346569164939,"Cuba"
110,0.0630369499354178,0.045011823570393,0.090140084735702,6.30369499354178,"Dominica"
111,0.0631395927938606,0.0457858508216282,0.0903975283907996,6.31395927938606,"Dominican Republic"
112,0.0637007301110828,0.045831299517505,0.0922568582858102,6.37007301110828,"Grenada"
113,0.056489346244598,0.03930590341544,0.0820296641855768,5.6489346244598,"Guyana"
114,0.0531147605579158,0.0355056835051241,0.077937495799928,5.31147605579158,"Haiti"
115,0.0671463359485889,0.0483398762829835,0.0965505718558619,6.71463359485889,"Jamaica"
116,0.0680421274831174,0.0486274578827502,0.0974614403473085,6.80421274831174,"Saint Lucia"
117,0.0631840463149923,0.0455242901502815,0.0910162079181165,6.31840463149923,"Saint Vincent and the Grenadines"
118,0.0600575228796133,0.0426041744464561,0.086087865752886,6.00575228796133,"Suriname"
119,0.0671714474822346,0.0475821809119795,0.0959979913941224,6.71714474822346,"Trinidad and Tobago"
121,0.0191195665184739,0.0131418819335171,0.0283457225715058,1.91195665184739,"Bolivia (Plurinational State of)"
122,0.0202025795827724,0.013968263961586,0.0286672707388551,2.02025795827724,"Ecuador"
123,0.0213476304606628,0.0149711967067651,0.0308942733473466,2.13476304606628,"Peru"
125,0.0836151050930211,0.0604845575005871,0.117519345051115,8.36151050930211,"Colombia"
126,0.0888889467097611,0.0643513360002385,0.126731141530296,8.88889467097611,"Costa Rica"
127,0.0781075812978806,0.0559990969879217,0.110729646600205,7.81075812978806,"El Salvador"
128,0.0724901572626355,0.0514108547242279,0.102940905707218,7.24901572626355,"Guatemala"
129,0.0693689023813364,0.0492502860397128,0.0990216678976637,6.93689023813364,"Honduras"
130,0.0751188590580583,0.0629897284025817,0.0919119994778968,7.51188590580583,"Mexico"
131,0.0772944690169678,0.0546379884635728,0.111803699067484,7.72944690169678,"Nicaragua"
132,0.0841301567380717,0.061192475503268,0.118389413162264,8.41301567380717,"Panama"
133,0.0811454105531804,0.0577859041695375,0.11424995380531,8.11454105531804,"Venezuela (Bolivarian Republic of)"
135,0.159989270034807,0.13109347105474,0.198692600269358,15.9989270034807,"Brazil"
136,0.146672478280305,0.101543530784428,0.213848231707796,14.6672478280305,"Paraguay"
139,0.0545467764081248,0.036733103992786,0.0787320802396112,5.45467764081248,"Algeria"
140,0.0554031791881818,0.0361852527061844,0.0826169779326437,5.54031791881818,"Bahrain"
141,0.0475549774992226,0.0321959552112539,0.0697506899920245,4.75549774992226,"Egypt"
142,0.0597348039846098,0.0481706933605845,0.0741669599546139,5.97348039846098,"Iran (Islamic Republic of)"
143,0.0512354698668478,0.0334777736845748,0.076460146201252,5.12354698668477,"Iraq"
144,0.0532766875350888,0.035330640900862,0.0782147675145842,5.32766875350888,"Jordan"
145,0.0680794797422219,0.0433063323349999,0.102061896161735,6.80794797422219,"Kuwait"
146,0.0645759244358234,0.0432384123525753,0.0946343231754133,6.45759244358234,"Lebanon"
147,0.0527896202653493,0.0348386465901191,0.0776939483858569,5.27896202653493,"Libya"
148,0.0494968724430348,0.0339858036958026,0.0711014640795363,4.94968724430348,"Morocco"
149,0.047415224058059,0.0315707796299784,0.0694933369341477,4.7415224058059,"Palestine"
150,0.0552433982063089,0.0346778511472047,0.0827476800426799,5.52433982063089,"Oman"
151,0.0634804192427472,0.038541362054271,0.0972329856212857,6.34804192427472,"Qatar"
152,0.0481480045720948,0.0317521405780041,0.0720617706956174,4.81480045720948,"Saudi Arabia"
153,0.0500935693761792,0.0343646211397807,0.0723884278977938,5.00935693761792,"Syrian Arab Republic"
154,0.0560716516816802,0.0394087259477034,0.0811630384500522,5.60716516816802,"Tunisia"
155,0.0550236619222647,0.0380332142766953,0.0794556475827208,5.50236619222647,"Turkey"
156,0.0567898561217693,0.0333383503110447,0.0874700635847172,5.67898561217693,"United Arab Emirates"
157,0.0433322696588634,0.0277385731108634,0.0654283807843273,4.33322696588634,"Yemen"
160,0.0367663639290508,0.0235244730980082,0.056270196171094,3.67663639290508,"Afghanistan"
161,0.0599468947547262,0.0419909476110554,0.086118265675865,5.99468947547262,"Bangladesh"
162,0.0589586655395257,0.0418803392621328,0.0848429294650831,5.89586655395257,"Bhutan"
163,0.0572629568974321,0.0472074710811222,0.0711034043147556,5.72629568974321,"India"
164,0.0558461680316327,0.0392416035915719,0.0815968818404631,5.58461680316327,"Nepal"
165,0.0544412490603382,0.0447267981096241,0.0679232073789708,5.44412490603382,"Pakistan"
168,0.0195251228108027,0.0123332043981242,0.0294520020749824,1.95251228108027,"Angola"
169,0.0181693369734965,0.0114451322067786,0.0275658349717067,1.81693369734965,"Central African Republic"
170,0.0209781945796731,0.0135404536268912,0.0312737413213949,2.09781945796732,"Congo"
171,0.0192336638492274,0.0124761033047891,0.0288229044393383,1.92336638492274,"Democratic Republic of the Congo"
172,0.0206990807183556,0.0128091662391172,0.0311719860554963,2.06990807183556,"Equatorial Guinea"
173,0.021160987561565,0.0139610797127901,0.0307211083668193,2.1160987561565,"Gabon"
175,0.0189180675484224,0.0126949256286462,0.0274238898549,1.89180675484224,"Burundi"
176,0.0211507154045777,0.0147393278026555,0.030402896300429,2.11507154045777,"Comoros"
177,0.0211681426811066,0.0141515134750899,0.0307538582757997,2.11681426811066,"Djibouti"
178,0.0196795218961828,0.013203405408967,0.0287839275422308,1.96795218961828,"Eritrea"
179,0.019498285434195,0.0158106549713421,0.0241220842988917,1.9498285434195,"Ethiopia"
180,0.0207044666044412,0.0166873803927101,0.0254634766519852,2.07044666044412,"Kenya"
181,0.0191961745130912,0.0129706827769561,0.0280954302466537,1.91961745130912,"Madagascar"
182,0.0186213380274973,0.0125112085660342,0.0271963872176033,1.86213380274973,"Malawi"
183,0.0224973339795127,0.0157791863417533,0.0321159628025731,2.24973339795127,"Mauritius"
184,0.0184525587322821,0.0123255469799389,0.0269784776830833,1.84525587322821,"Mozambique"
185,0.0208103065009995,0.0142526537693673,0.0303439374584385,2.08103065009995,"Rwanda"
186,0.0209304842293135,0.0144072387007365,0.0298843658411841,2.09304842293135,"Seychelles"
187,0.0174708524308491,0.0113080127780557,0.0261874947426761,1.74708524308491,"Somalia"
189,0.0201100971569189,0.0137104769084498,0.0293186087732092,2.01100971569189,"United Republic of Tanzania"
190,0.0195070358962607,0.0132621759461674,0.0284300702162804,1.95070358962607,"Uganda"
191,0.0191909904143223,0.0125660537951265,0.0285852103503447,1.91909904143223,"Zambia"
193,0.0260786129724403,0.0172268754121159,0.0386456940064051,2.60786129724403,"Botswana"
194,0.0223431122233681,0.0151293307015394,0.0324546691095829,2.23431122233681,"Lesotho"
195,0.0235530887899554,0.0158065145595897,0.0346321651424007,2.35530887899554,"Namibia"
196,0.0267125753471991,0.0218951642360191,0.0328315257755413,2.67125753471991,"South Africa"
197,0.0224241811020336,0.0148568877728119,0.0326199613287142,2.24241811020336,"Eswatini"
198,0.0224063751805289,0.0152587073131687,0.0328595540651383,2.24063751805289,"Zimbabwe"
200,0.0181273466005048,0.0123119072942532,0.0262092434944094,1.81273466005048,"Benin"
201,0.0179121806785283,0.0124239297678433,0.0260832978898865,1.79121806785283,"Burkina Faso"
202,0.0184512629950336,0.0125258535821979,0.027027050120624,1.84512629950336,"Cameroon"
203,0.0225180286647261,0.0157162096392848,0.0320569890862641,2.25180286647261,"Cabo Verde"
204,0.0166574099227502,0.0112007266835726,0.0242340957184885,1.66574099227502,"Chad"
205,0.0187665640566982,0.0127170582047762,0.0273176509940291,1.87665640566982,"Côte d'Ivoire"
206,0.0176996563097636,0.0120578767582446,0.0257779330159297,1.76996563097636,"Gambia"
